1	766
2	884
4	705
6	155
8	20
8	607
9	712
9	887
10	147
10	46
11	545
12	923
14	72
15	140
16	262
16	501
18	762
19	310
21	387
21	698
23	752
24	493
24	938
25	792
26	239
28	635
28	751
30	728
31	585
33	658
34	624
34	699
35	672
36	130
36	195
36	887
37	182
38	378
39	131
39	183
40	665
41	82
42	379
45	20
46	167
47	287
48	29
49	437
51	29
52	401
53	900
55	200
57	174
57	268
58	160
59	296
60	280
61	609
61	718
62	447
63	277
64	536
65	865
66	288
67	476
68	597
69	656
70	305
71	405
72	239
73	354
74	226
75	236
75	837
76	488
77	410
78	812
80	463
82	315
82	727
83	355
83	706
84	58
85	259
85	368
87	212
87	298
88	572
91	262
91	469
92	200
92	543
93	767
95	131
95	447
98	300
99	34
102	253
104	164
106	363
106	756
106	882
107	571
108	10
108	761
109	968
110	322
110	399
110	862
111	400
111	993
113	219
116	146
117	485
121	554
122	922
124	795
124	985
126	963
129	918
130	139
131	852
133	939
135	367
137	427
138	149
141	7
143	829
145	11
146	462
148	956
151	17
151	40
151	652
151	785
151	917
153	160
153	735
154	234
154	741
155	937
155	957
156	192
156	62
158	455
158	909
159	727
160	458
161	386
161	942
162	631
164	188
164	548
165	376
166	827
166	940
168	482
168	667
171	686
174	353
176	27
176	805
180	592
180	795
181	109
182	174
183	107
183	158
183	473
184	856
185	294
185	848
186	13
186	34
186	793
188	314
189	25
189	60
192	343
192	936
193	958
194	568
195	957
200	156
201	998
202	298
203	388
203	90
204	317
207	534
208	769
208	778
208	980
210	764
211	422
213	126
214	480
214	87
215	915
217	238
217	421
220	305
221	422
222	816
223	233
223	321
224	626
225	420
227	534
227	901
228	816
229	191
232	704
234	981
235	403
236	148
236	228
237	263
237	618
237	770
238	223
240	641
240	659
241	399
242	759
243	146
243	558
244	291
245	184
245	612
247	405
247	533
249	522
250	645
250	940
251	360
252	481
254	235
254	448
254	479
254	567
255	417
256	51
256	738
258	564
258	833
260	486
260	997
262	259
262	907
263	155
263	730
265	772
265	906
266	13
266	394
266	43
267	592
267	924
267	959
269	236
269	278
275	569
277	236
278	130
279	559
280	910
281	318
281	723
282	402
282	431
282	607
282	645
282	848
284	670
287	52
289	743
290	502
292	387
293	282
293	31
293	784
296	452
296	567
296	592
297	220
297	800
299	427
300	184
302	138
303	394
304	163
305	290
305	302
307	292
307	411
309	696
311	263
311	606
312	991
314	48
315	817
316	578
317	58
317	88
321	972
322	328
322	463
323	693
324	51
325	490
326	103
328	262
329	901
330	73
332	754
333	323
333	55
338	905
339	121
341	38
341	556
341	615
341	898
342	461
343	87
344	103
344	467
345	379
345	751
346	487
347	959
351	539
351	946
352	141
353	172
353	463
354	226
357	791
358	18
358	913
359	131
360	528
360	578
360	693
361	154
362	459
362	962
363	980
365	267
365	491
365	747
366	783
367	482
368	117
369	386
371	199
371	741
372	170
376	880
378	249
378	477
378	517
379	867
380	812
381	98
382	572
383	971
384	841
385	107
387	137
388	957
389	181
389	206
391	491
392	775
394	223
394	585
395	430
395	62
396	248
396	497
398	678
399	52
400	223
401	167
402	575
404	570
406	213
407	239
407	865
408	844
412	612
412	834
413	676
413	91
416	171
416	386
416	493
417	869
418	178
419	743
421	368
421	810
422	282
422	890
424	536
425	612
426	310
426	319
426	337
430	568
430	700
431	25
431	425
431	427
432	405
432	734
435	629
436	397
436	598
436	612
436	722
437	494
437	933
439	74
440	216
440	312
441	114
441	44
441	566
442	658
444	970
445	538
445	901
448	564
448	661
448	764
450	972
454	590
456	662
457	132
458	467
460	307
461	367
462	549
462	603
463	524
464	192
464	522
465	576
466	933
467	660
468	210
468	284
468	933
471	183
472	230
474	166
475	61
475	657
475	847
476	378
476	431
477	552
478	315
478	71
479	187
479	970
480	434
482	190
484	925
485	395
487	359
490	880
492	966
493	84
493	885
494	833
495	643
496	670
497	266
499	437
500	116
500	546
500	97
501	426
501	610
501	77
502	383
502	842
503	226
503	642
504	180
504	770
505	845
508	115
508	249
509	132
510	256
511	395
511	691
511	895
513	175
513	384
513	568
514	103
514	737
514	868
516	256
517	621
518	6
521	920
522	137
523	280
524	278
525	247
526	643
527	962
528	476
528	864
529	65
529	798
531	256
533	747
533	981
534	186
536	314
536	710
540	275
540	408
541	735
542	75
544	233
544	991
545	0
545	40
545	468
547	328
548	161
548	184
549	80
552	550
553	365
553	423
554	170
554	398
555	589
555	652
557	25
558	886
559	340
562	873
563	253
564	187
566	667
566	724
567	455
567	71
570	498
570	833
570	863
570	868
573	516
575	286
576	98
582	378
583	443
587	937
589	188
589	389
589	944
591	897
592	188
593	209
594	713
594	840
594	962
595	286
597	647
599	130
599	722
601	143
602	275
602	998
603	248
603	312
603	915
604	222
604	244
604	454
605	67
606	661
606	796
607	570
608	306
608	985
610	653
611	440
612	711
613	707
614	520
615	361
616	357
616	910
617	512
618	483
621	585
623	786
624	125
624	481
624	712
625	125
627	481
629	122
631	198
634	118
635	511
637	264
637	409
637	622
638	712
643	166
644	47
645	414
645	655
647	136
649	336
649	894
650	135
650	518
652	283
652	442
655	973
656	453
656	592
657	648
661	272
661	497
664	604
664	627
665	361
666	428
666	578
667	129
669	590
673	797
675	424
676	264
677	514
678	386
678	618
678	660
678	870
679	241
679	405
679	79
680	179
680	997
681	881
681	982
682	316
684	121
684	285
684	701
684	790
687	124
687	184
687	784
688	577
688	65
688	798
689	550
692	580
693	962
694	992
695	183
695	676
698	329
698	337
698	723
699	376
701	693
702	988
703	531
703	619
703	857
704	137
704	397
704	721
707	367
707	426
707	915
708	320
708	680
709	616
710	429
710	961
711	506
711	57
713	52
715	52
717	151
719	487
719	686
719	697
719	966
720	671
721	155
721	664
723	790
725	19
728	830
729	966
731	124
732	696
732	939
733	439
733	766
734	631
735	908
736	72
738	339
738	905
739	199
741	469
741	494
741	757
742	447
742	975
743	788
744	578
746	141
746	429
747	520
749	743
750	478
752	275
752	696
752	965
753	195
754	662
754	788
756	607
756	614
761	173
762	105
762	686
763	504
764	164
764	670
766	125
766	83
767	666
768	642
768	702
769	738
770	640
771	371
771	439
775	476
778	735
780	414
780	717
781	669
781	838
785	550
786	626
787	974
788	353
790	999
792	816
795	777
797	180
797	767
798	334
798	589
801	930
802	363
802	399
804	730
805	332
807	130
808	846
808	903
811	390
811	599
812	274
812	603
812	821
815	476
815	751
815	92
817	317
817	491
817	677
818	219
822	585
823	520
823	693
823	791
825	177
825	341
829	324
829	88
830	229
832	588
833	452
834	711
834	891
835	282
837	601
837	641
838	214
838	848
839	299
839	674
840	724
840	940
841	764
842	768
843	240
845	654
846	568
846	881
847	307
847	407
848	325
850	429
850	459
853	870
855	758
855	820
857	366
857	923
858	595
860	231
860	937
863	181
863	605
863	717
864	91
865	213
865	740
865	968
866	273
868	650
869	167
869	436
870	253
870	930
871	315
873	622
873	969
878	761
879	653
879	836
880	285
880	363
881	145
881	33
881	378
881	701
881	912
884	120
884	344
885	890
886	443
886	599
886	945
887	318
888	989
890	652
891	6
892	487
894	631
895	825
896	324
897	235
897	402
898	49
900	769
900	858
901	236
901	38
902	337
903	176
904	145
905	153
905	613
906	876
908	549
909	0
911	159
911	63
912	308
912	718
914	131
916	387
916	443
918	11
918	680
920	370
921	773
922	848
922	906
924	272
925	155
926	929
926	962
927	351
929	324
929	612
930	338
930	443
932	874
933	591
934	269
934	359
934	363
934	440
936	267
936	644
938	342
938	488
938	740
941	644
943	531
945	386
946	829
946	982
947	572
947	878
948	616
949	791
949	992
950	388
950	690
950	842
951	185
951	349
951	379
951	771
952	373
953	774
955	594
955	717
955	956
957	665
958	329
961	350
961	848
961	881
962	570
963	219
963	487
964	235
965	377
968	318
969	166
970	310
971	640
972	11
972	240
972	488
972	810
974	246
974	501
975	745
977	484
977	600
977	735
978	168
978	744
978	855
979	264
979	270
980	326
981	174
981	296
981	405
982	70
983	699
983	736
984	695
985	289
985	713
986	511
986	518
987	110
987	968
988	415
989	155
991	838
993	563
993	708
997	521
998	196
998	210
998	842
